step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
33900,555417600,1.048316e+16,5.693854,5.709434,5.668304
34000,557056000,1.051408e+16,5.699267,5.708783,5.668043
34100,558694400,1.054500e+16,5.705975,5.706300,5.662212
34200,560332800,1.057593e+16,5.668059,5.700795,5.658367
34300,561971200,1.060685e+16,5.682618,5.704519,5.660465
34400,563609600,1.063777e+16,5.698862,5.697430,5.656480
34500,565248000,1.066870e+16,5.710894,5.699202,5.654833
34600,566886400,1.069962e+16,5.681094,5.698253,5.655348
34700,568524800,1.073055e+16,5.683819,5.695198,5.651226
34800,570163200,1.076147e+16,5.677496,5.695591,5.651809
34900,571801600,1.079239e+16,5.688927,5.699658,5.656436
35000,573440000,1.082332e+16,5.683910,5.697126,5.652254
35100,575078400,1.085424e+16,5.697804,5.696154,5.650014
35200,576716800,1.088517e+16,5.690733,5.689970,5.645229
35300,578355200,1.091609e+16,5.694748,5.683597,5.638501
35400,579993600,1.094701e+16,5.666699,5.689972,5.642684
35500,581632000,1.097794e+16,5.666094,5.683866,5.639677
35600,583270400,1.100886e+16,5.677627,5.684089,5.640271
35700,584908800,1.103978e+16,5.636729,5.678466,5.636792
35800,586547200,1.107071e+16,5.685765,5.683960,5.638963
35900,588185600,1.110163e+16,5.661091,5.680656,5.637974
36000,589824000,1.113256e+16,5.658247,5.681196,5.635748
36100,591462400,1.116348e+16,5.666337,5.674577,5.629747
36200,593100800,1.119440e+16,5.645969,5.679807,5.633236
36300,594739200,1.122533e+16,5.644336,5.671127,5.626969
36400,596377600,1.125625e+16,5.649428,5.674022,5.626939
36500,598016000,1.128717e+16,5.664869,5.664684,5.622709
36600,599654400,1.131810e+16,5.650878,5.670706,5.629346
36700,601292800,1.134902e+16,5.656584,5.663486,5.619089
36800,602931200,1.137995e+16,5.643670,5.665873,5.621568
36900,604569600,1.141087e+16,5.664495,5.663638,5.619120
37000,606208000,1.144179e+16,5.612981,5.651295,5.613676
37100,607846400,1.147272e+16,5.651401,5.664778,5.623012
37200,609484800,1.150364e+16,5.634112,5.653366,5.609472
37300,611123200,1.153456e+16,5.655662,5.655687,5.613613
37400,612761600,1.156549e+16,5.622962,5.653088,5.607391
37500,614400000,1.159641e+16,5.672048,5.653720,5.610666
37600,616038400,1.162734e+16,5.634074,5.654924,5.610704
37700,617676800,1.165826e+16,5.631948,5.648382,5.602015
37800,619315200,1.168918e+16,5.639300,5.652126,5.606050
37900,620953600,1.172011e+16,5.652812,5.649927,5.603360
38000,622592000,1.175103e+16,5.634912,5.649925,5.602674
38100,624230400,1.178195e+16,5.629813,5.645178,5.593897
38200,625868800,1.181288e+16,5.606119,5.652851,5.600442
38300,627507200,1.184380e+16,5.626194,5.647910,5.598822
38400,629145600,1.187473e+16,5.623616,5.641763,5.591390
38500,630784000,1.190565e+16,5.635246,5.639078,5.591688
38600,632422400,1.193657e+16,5.611279,5.630462,5.588298
38700,634060800,1.196750e+16,5.605470,5.636485,5.593802
